id,product_id,retailer_id,observed_at,full_price,current_price,discount_pct,currency
516,5,9,2026-07-15,185.0,151.22,18.26,USD
517,5,9,2026-08-15,185.0,149.03,19.44,USD
518,7,9,2026-06-15,115.0,103.5,10.0,USD
519,7,9,2026-07-15,115.0,102.65,10.74,USD
520,7,9,2026-08-15,115.0,98.74,14.14,USD
521,8,9,2026-06-15,165.0,135.3,18.0,USD
522,8,9,2026-07-15,165.0,135.41,17.93,USD
523,8,9,2026-08-15,165.0,126.98,23.04,USD
524,9,9,2026-06-15,120.0,110.4,8.0,USD
525,9,9,2026-07-15,120.0,107.57,10.36,USD
526,9,9,2026-08-15,120.0,103.55,13.71,USD
527,10,9,2026-06-15,150.0,135.0,10.0,USD
528,10,9,2026-07-15,150.0,135.25,9.83,USD
529,10,9,2026-08-15,150.0,134.01,10.66,USD
530,11,9,2026-06-15,270.0,270.0,0.0,USD
531,11,9,2026-07-15,270.0,270.0,0.0,USD
532,11,9,2026-08-15,270.0,260.51,3.51,USD
533,13,9,2026-06-15,150.0,142.5,5.0,USD
534,13,9,2026-07-15,150.0,139.65,6.9,USD
535,13,9,2026-08-15,150.0,139.81,6.79,USD
536,1,10,2026-06-15,147.9,110.93,25.0,USD
537,1,10,2026-07-15,147.9,108.83,26.42,USD
538,1,10,2026-08-15,147.9,103.62,29.94,USD
539,7,10,2026-06-15,117.3,117.3,0.0,USD
540,7,10,2026-07-15,117.3,115.67,1.39,USD
541,7,10,2026-08-15,117.3,111.33,5.09,USD
542,8,10,2026-06-15,168.3,159.88,5.0,USD
543,8,10,2026-07-15,168.3,160.93,4.38,USD
544,8,10,2026-08-15,168.3,152.04,9.66,USD
545,9,10,2026-06-15,122.4,122.4,0.0,USD
546,9,10,2026-07-15,122.4,119.15,2.66,USD
547,9,10,2026-08-15,122.4,117.26,4.2,USD
548,10,10,2026-06-15,153.0,125.46,18.0,USD
549,10,10,2026-07-15,153.0,122.93,19.65,USD
550,10,10,2026-08-15,153.0,125.23,18.15,USD
551,16,10,2026-06-15,147.9,125.72,15.0,USD
552,16,10,2026-07-15,147.9,122.88,16.92,USD
553,16,10,2026-08-15,147.9,121.82,17.63,USD
554,23,10,2026-06-15,193.8,158.92,18.0,USD
555,23,10,2026-07-15,193.8,156.59,19.2,USD
556,23,10,2026-08-15,193.8,154.24,20.41,USD
557,26,10,2026-06-15,102.0,93.84,8.0,USD
558,26,10,2026-07-15,102.0,94.82,7.04,USD
559,26,10,2026-08-15,102.0,88.86,12.88,USD
560,28,10,2026-06-15,112.2,92.0,18.0,USD
561,28,10,2026-07-15,112.2,92.3,17.74,USD
562,28,10,2026-08-15,112.2,86.98,22.48,USD
563,30,10,2026-06-15,147.9,125.72,15.0,USD
564,30,10,2026-07-15,147.9,122.95,16.87,USD
565,30,10,2026-08-15,147.9,121.85,17.61,USD
566,33,10,2026-06-15,112.2,112.2,0.0,USD
567,33,10,2026-07-15,112.2,112.2,0.0,USD
568,33,10,2026-08-15,112.2,109.41,2.49,USD
